ID,Match_name,Date_Time,Prediction_1,Prediction_X,Prediction_2,Average_1,Average_X,Average_2,Final_Result,Value_1,Value_X,Value_2,Probability_1,Probability_X,Probability_2,Edge_1,Edge_X,Edge_2
59,Rozwoj Katowice - Arka Gdynia 1929,"05/06/2016, 18:30",14.0,18.0,68.0,4.81,3.74,1.83,1:4,0.67,0.67,1.24,20.7,26.6,54.4,-6.7,-8.6,13.5
60,Inverness Caledonian Thistle - Dundee United,"05/06/2016, 18:45",66.0,21.0,14.0,1.80,3.99,5.12,2:3,1.18,0.83,0.71,55.4,25.0,19.5,10.5,-4.0,-5.5
61,AC Ajaccio - FC Sochaux,"05/06/2016, 18:45",22.0,33.0,45.0,3.69,3.26,2.25,0:2,0.81,1.07,1.01,27.0,30.6,44.3,-5.0,2.32,0.60
62,AJ Auxerre - AC Havre,"05/06/2016, 18:45",36.0,34.0,30.0,3.11,3.43,2.45,1:3,1.12,1.16,0.73,32.0,29.1,40.6,3.91,4.84,-10.
63,AS Nancy Lorraine - Evian TG FC,"05/06/2016, 18:45",64.0,22.0,14.0,1.63,3.97,6.35,1:0,1.04,0.87,0.89,61.1,25.1,15.7,2.89,-3.1,-1.7
64,Chamois Niort FC - US Creteil,"05/06/2016, 18:45",41.0,33.0,27.0,2.03,3.62,3.93,4:2,0.83,1.19,1.06,49.0,27.5,25.4,-8.0,5.41,1.59
65,Clermont Foot - Stade Brestois 29,"05/06/2016, 18:45",48.0,25.0,26.0,1.90,3.65,4.50,2:0,0.91,0.91,1.17,52.5,27.3,22.1,-4.5,-2.3,3.81
66,FC Bourg Peronnas - RC Lens,"05/06/2016, 18:45",43.0,31.0,26.0,2.58,3.33,2.98,2:1,1.11,1.03,0.77,38.6,30.0,33.4,4.33,0.99,-7.4
67,FC Metz - Tours FC,"05/06/2016, 18:45",66.0,15.0,20.0,1.42,4.71,9.11,2:1,0.94,0.70,1.82,69.9,21.2,10.9,-3.9,-6.2,9.03
68,Olympique Nimes - Stade Lavallois MFC,"05/06/2016, 18:45",36.0,41.0,23.0,2.37,3.35,3.33,1:1,0.85,1.37,0.76,42.0,29.7,30.0,-6.0,11.2,-7.0
69,Paris FC 98 - Valenciennes FC,"05/06/2016, 18:45",40.0,38.0,22.0,2.65,3.30,2.92,1:4,1.06,1.25,0.64,37.6,30.2,34.1,2.34,7.77,-12.
70,FC Red Star 93 - Dijon FCO,"05/06/2016, 18:45",34.0,42.0,25.0,2.66,3.33,2.89,3:2,0.90,1.39,0.72,37.4,30.0,34.5,-3.4,11.9,-9.5
71,Saint Patrick´s Athletic FC - Derry City FC,"05/06/2016, 18:45",45.0,33.0,21.0,2.53,3.26,3.11,0:1,1.14,1.07,0.65,39.3,30.6,32.0,5.62,2.32,-11.
72,FC Volendam - MVV Maastricht,"05/06/2016, 18:45",47.0,22.0,31.0,1.81,4.33,4.77,1:2,0.85,0.95,1.48,55.1,23.0,20.9,-8.1,-1.0,10.0
73,FC Pacos Ferreira - CD Tondela,"05/06/2016, 19:30",49.0,19.0,32.0,1.80,4.12,5.22,1:4,0.88,0.78,1.67,55.4,24.2,19.1,-6.4,-5.2,12.8
