ID,Match_name,Date_Time,Prediction_1,Prediction_X,Prediction_2,Average_1,Average_X,Average_2,Final_Result,Value_1,Value_X,Value_2,Probability_1,Probability_X,Probability_2,Edge_1,Edge_X,Edge_2
42,KV Kortrijk - Waasland Beveren,"09/14/2016, 17:30",38.0,14.0,48.0,3.51,4.71,1.76,2:2,1.33,0.65,0.84,28.4,21.2,56.5,9.55,-7.2,-8.5
43,Crevillente - Paterna CF,"09/14/2016, 17:30",31.0,19.0,51.0,2.01,3.53,3.78,3:1,0.62,0.67,1.93,49.6,28.2,26.4,-18.,-9.2,24.5
44,Kaizer Chiefs - Platinium Stars FC,"09/14/2016, 17:30",63.0,20.0,17.0,2.11,3.28,3.96,1:1,1.33,0.65,0.67,47.2,30.4,25.2,15.7,-10.,-8.2
45,Muro CF - Novelda,"09/14/2016, 18:30",41.0,26.0,33.0,2.81,3.53,2.47,1:1,1.15,0.92,0.81,35.4,28.2,40.4,5.53,-2.2,-7.4
46,US Lecce - US Catanzaro,"09/14/2016, 18:30",61.0,14.0,24.0,1.36,4.68,10.4,3:0,0.83,0.65,2.50,73.3,21.3,9.59,-12.,-7.3,14.4
47,US Casertana 1908 - Taranto Sport,"09/14/2016, 18:30",50.0,31.0,19.0,2.24,3.20,3.53,2:1,1.12,0.99,0.67,44.6,31.2,28.2,5.38,-0.2,-9.2
48,Fidelis Andria - Paganese Calcio 1926,"09/14/2016, 18:30",41.0,42.0,17.0,2.08,3.27,3.93,2:0,0.85,1.37,0.66,48.0,30.5,25.4,-7.0,11.4,-8.4
49,Tuttocuoio - Lucchese Libertas,"09/14/2016, 18:30",23.0,42.0,34.0,2.73,3.18,2.77,2:0,0.62,1.33,0.94,36.5,31.3,36.0,-13.,10.6,-2.0
50,Manchester City - Borussia Mönchengladbach,"09/14/2016, 18:45",73.0,14.0,12.0,1.42,5.97,8.87,4:0,1.04,0.83,1.06,69.9,16.7,11.2,3.00,-2.7,0.73
51,Tottenham Hotspur - AS Monaco,"09/14/2016, 18:45",44.0,34.0,22.0,1.82,3.99,5.48,1:2,0.80,1.35,1.20,54.8,25.0,18.2,-10.,8.98,3.76
52,Real Madrid - Sporting CP,"09/14/2016, 18:45",77.0,9.0,14.0,1.24,8.35,16.9,2:1,0.95,0.75,2.37,80.3,11.9,5.89,-3.3,-2.9,8.10
53,Legia Warsaw - Borussia Dortmund,"09/14/2016, 18:45",15.0,16.0,70.0,13.8,6.40,1.33,0:6,2.07,1.02,0.93,7.22,15.6,75.1,7.77,0.37,-5.1
54,Bayer 04 Leverkusen - CSKA Moscow,"09/14/2016, 18:45",55.0,27.0,18.0,1.70,4.36,6.13,2:2,0.93,1.17,1.10,58.7,22.9,16.3,-3.7,4.09,1.69
55,FC Porto - FC Copenhagen,"09/14/2016, 18:45",65.0,20.0,15.0,1.71,4.18,6.40,1:1,1.11,0.83,0.96,58.3,23.8,15.6,6.65,-3.8,-0.6
56,Club Brugge - Leicester City,"09/14/2016, 18:45",27.0,33.0,40.0,3.21,3.47,2.62,0:3,0.86,1.14,1.04,31.1,28.7,38.1,-4.1,4.25,1.84
57,Juventus Turin - FC Sevilla,"09/14/2016, 18:45",66.0,15.0,18.0,1.51,4.80,8.78,0:0,1.00,0.72,1.58,65.9,20.8,11.3,0.03,-5.8,6.61
58,Olympique Lyon - NK Dinamo Zagreb,"09/14/2016, 18:45",61.0,23.0,17.0,1.72,4.28,6.04,3:0,1.05,0.98,1.02,57.9,23.3,16.5,3.02,-0.3,0.46
59,Aston Villa - Brentford FC,"09/14/2016, 18:45",55.0,29.0,15.0,1.79,4.14,5.25,1:1,0.98,1.20,0.78,55.8,24.1,19.0,-0.8,4.89,-4.0
60,Rotherham United - Nottingham Forest,"09/14/2016, 18:45",29.0,39.0,32.0,2.99,3.66,2.60,2:2,0.86,1.42,0.83,33.3,27.3,38.3,-4.3,11.6,-6.3
61,Frome Town - Dorchester Town,"09/14/2016, 18:45",45.0,15.0,41.0,1.53,4.70,6.02,0:4,0.69,0.70,2.46,65.0,21.2,16.6,-20.,-6.2,24.3
62,Bradford Park Avenue - Darlington 1883,"09/14/2016, 18:45",16.0,24.0,60.0,4.14,4.21,1.81,1:2,0.66,1.01,1.08,24.1,23.7,55.1,-8.1,0.26,4.86
63,Mdeo. Wanderers FC - Zamora FC,"09/14/2016, 19:00",41.0,45.0,13.0,1.82,3.58,5.41,1:0,0.74,1.61,0.70,54.8,27.8,18.4,-13.,17.1,-5.4
64,Caracas FC - Deportivo Jbl Del Zulia,"09/14/2016, 20:00",70.0,23.0,7.0,1.36,4.59,11.1,0:2,0.95,1.05,0.77,73.3,21.7,9.00,-3.3,1.24,-2.0
65,Club Sport Emelec - Dep. La Guaira,"09/14/2016, 21:00",64.0,13.0,23.0,1.33,5.70,11.6,0:0,0.85,0.74,2.69,75.1,17.5,8.54,-11.,-4.5,14.4
