ID,Match_name,Date_Time,Prediction_1,Prediction_X,Prediction_2,Average_1,Average_X,Average_2,Final_Result,Value_1,Value_X,Value_2,Probability_1,Probability_X,Probability_2,Edge_1,Edge_X,Edge_2
0,Santos SP - Internacional RS,"09/28/2016, 22:30",53.0,18.0,29.0,1.74,3.66,5.48,2:1,0.92,0.65,1.59,57.2,27.3,18.2,-4.2,-9.3,10.7
1,Carabobo FC - Trujillanos FC,"09/28/2016, 23:00",65.0,26.0,9.0,1.43,4.54,8.05,1:0,0.93,1.18,0.72,69.4,21.9,12.4,-4.4,4.00,-3.4
2,Toronto FC - Orlando City SC,"09/28/2016, 23:30",75.0,14.0,11.0,1.53,4.92,6.37,0:0,1.15,0.68,0.70,65.0,20.3,15.6,9.97,-6.3,-4.6
3,Atletico Lanus - Boca Juniors,"09/29/2016, 00:10",18.0,55.0,27.0,3.60,3.00,2.33,2:2,0.64,1.65,0.62,27.7,33.2,42.8,-9.7,21.7,-15.
4,Zenit Irkutsk - Sakhalin Sakhalinsk,"09/29/2016, 09:30",45.0,17.0,39.0,6.28,3.88,1.60,1:2,2.82,0.66,0.62,15.9,25.7,62.3,29.0,-8.7,-23.
5,Agsu - FK Garadag Lokbatan,"09/29/2016, 11:00",22.0,15.0,63.0,4.93,4.41,1.62,2:0,1.08,0.66,1.02,20.2,22.6,61.5,1.74,-7.6,1.48
6,Petrojet FC - Aswan FC,"09/29/2016, 13:00",53.0,35.0,12.0,1.72,3.55,5.62,2:0,0.91,1.24,0.67,57.9,28.1,17.7,-4.9,6.84,-5.7
7,Etoile Sportive Sahel - US Ben Guerdane,"09/29/2016, 14:30",49.0,34.0,16.0,1.23,5.49,14.9, - ,0.60,1.86,2.38,81.0,18.1,6.70,-32.,15.8,9.29
8,FK Gabala - FSV Mainz 05,"09/29/2016, 15:00",17.0,24.0,59.0,5.44,3.99,1.82,2:3,0.92,0.95,1.07,18.3,25.0,54.8,-1.3,-1.0,4.19
9,FC Astana - Young Boys Bern,"09/29/2016, 15:00",45.0,31.0,25.0,2.37,3.69,3.45,0:0,1.07,1.14,0.86,42.0,27.0,28.9,2.95,3.96,-3.9
10,Talaea El Gaish - Ismaily SC,"09/29/2016, 15:00",24.0,35.0,41.0,3.18,3.15,2.44,1:1,0.76,1.10,1.00,31.3,31.7,40.8,-7.3,3.27,0.14
11,Carl Zeiss Jena - Energie Cottbus,"09/29/2016, 15:00",47.0,34.0,19.0,2.24,3.32,3.40,0:0,1.05,1.12,0.64,44.6,30.1,29.3,2.38,3.88,-10.
12,Al Shabab Kuwait - Al Tadamon,"09/29/2016, 15:00",39.0,17.0,43.0,2.37,3.81,2.65,1:1,0.92,0.64,1.14,42.0,26.2,37.6,-3.0,-9.2,5.34
13,Al Taawon - Al Baten,"09/29/2016, 15:35",41.0,17.0,42.0,1.76,3.96,4.48,0:2,0.72,0.67,1.88,56.5,25.2,22.3,-15.,-8.2,19.6
14,HB Köge - FC Helsingor,"09/29/2016, 16:00",48.0,33.0,20.0,2.34,3.32,3.30,0:0,1.12,1.09,0.66,42.6,30.1,30.2,5.33,2.88,-10.
15,Ajax Amsterdam - Standard Liege,"09/29/2016, 17:00",63.0,21.0,15.0,1.64,4.53,6.47,1:0,1.03,0.95,0.97,60.6,22.0,15.4,2.30,-1.0,-0.4
16,RC Celta De Vigo - Panathinaikos,"09/29/2016, 17:00",55.0,24.0,21.0,1.65,4.33,6.80,2:0,0.91,1.04,1.42,60.2,23.0,14.6,-5.2,0.95,6.30
17,FC Shakhtar Donetsk - Sporting Braga,"09/29/2016, 17:00",66.0,19.0,15.0,1.42,5.53,9.81,2:0,0.94,1.05,1.47,69.9,18.0,10.1,-3.9,0.94,4.80
18,KAA Gent - Torku Konyaspor,"09/29/2016, 17:00",54.0,28.0,18.0,1.61,4.33,7.70,2:0,0.87,1.21,1.38,61.9,23.0,12.9,-7.9,4.95,5.02
19,FK Krasnodar - OGC Nizza,"09/29/2016, 17:00",46.0,29.0,25.0,2.10,3.79,4.16,5:2,0.96,1.10,1.04,47.5,26.3,24.0,-1.5,2.67,0.97
20,FC Schalke 04 - RB Salzburg,"09/29/2016, 17:00",48.0,26.0,26.0,1.88,4.22,4.75,3:1,0.90,1.09,1.23,53.1,23.6,21.0,-5.1,2.33,4.96
21,ACF Fiorentina - FK Karabakh Agdam,"09/29/2016, 17:00",65.0,25.0,11.0,1.61,4.16,8.24,5:1,1.04,1.04,0.90,61.9,24.0,12.1,3.06,0.97,-1.1
22,FC Slovan Liberec - PAOK Thessaloniki,"09/29/2016, 17:00",20.0,33.0,47.0,4.59,3.62,2.04,1:2,0.91,1.19,0.96,21.7,27.5,48.8,-1.7,5.41,-1.8
23,Hapoel Beer Sheva - Southampton FC,"09/29/2016, 17:00",25.0,26.0,49.0,3.72,3.51,2.34,0:0,0.93,0.91,1.14,26.8,28.4,42.6,-1.8,-2.4,6.33
24,Sparta Prague - Inter Milan,"09/29/2016, 17:00",22.0,24.0,54.0,3.77,3.83,2.19,3:1,0.83,0.92,1.18,26.4,26.0,45.5,-4.4,-2.0,8.45
25,Steaua Bucuresti - Villarreal CF,"09/29/2016, 17:00",21.0,24.0,54.0,4.17,3.53,2.18,1:1,0.87,0.84,1.17,23.9,28.2,45.7,-2.9,-4.2,8.21
26,FC Zürich - Osmanlispor FK,"09/29/2016, 17:00",31.0,31.0,37.0,2.96,3.34,2.91,2:1,0.91,1.03,1.07,33.7,29.8,34.3,-2.7,1.10,2.68
27,El Nasr Taadeen - Al-Zamalek,"09/29/2016, 18:00",23.0,22.0,54.0,12.3,4.79,1.33,0:2,2.83,1.05,0.71,8.11,20.8,75.1,14.8,1.13,-21.
28,Lions Gibraltar - St. Josephs FC,"09/29/2016, 18:30",64.0,15.0,21.0,2.01,4.67,2.99,0:3,1.28,0.70,0.62,49.6,21.3,33.3,14.3,-6.3,-12.
