ID,Match_name,Date_Time,Prediction_1,Prediction_X,Prediction_2,Average_1,Average_X,Average_2,Final_Result,Value_1,Value_X,Value_2,Probability_1,Probability_X,Probability_2,Edge_1,Edge_X,Edge_2
54,Bristol Rovers - Dagenham & Redbridge,"05/07/2016, 14:00",81.0,12.0,7.0,1.33,6.09,10.7,2:1,1.07,0.73,0.75,75.1,16.4,9.31,5.87,-4.4,-2.3
55,Luton Town - Exeter City,"05/07/2016, 14:00",25.0,41.0,34.0,2.63,3.56,2.85,4:1,0.65,1.46,0.97,37.9,28.0,35.0,-12.,12.9,-1.0
56,FK Austria Wien - FC Admira Wacker Mödling,"05/07/2016, 14:00",53.0,20.0,27.0,1.52,4.92,7.63,3:1,0.80,0.98,2.06,65.4,20.3,13.1,-12.,-0.3,13.8
57,FC Anzhi Makhachkala - Zenit St. Petersburg,"05/07/2016, 14:00",21.0,13.0,66.0,10.7,5.47,1.36,0:1,2.25,0.71,0.89,9.33,18.2,73.3,11.6,-5.2,-7.3
58,Östersunds FK - Kalmar FF,"05/07/2016, 14:00",32.0,45.0,23.0,2.02,3.67,4.09,1:0,0.64,1.65,0.94,49.3,27.2,24.3,-17.,17.7,-1.3
59,PFC Slavia Sofia - PFK Botev Plovdiv,"05/07/2016, 14:30",49.0,26.0,25.0,1.58,3.98,6.71,1:0,0.77,1.03,1.67,63.2,25.0,14.8,-14.,0.91,10.1
60,NK Lokomotiva Zagreb - NK Zagreb,"05/07/2016, 15:00",62.0,20.0,17.0,1.61,4.45,5.39,2:0,1.00,0.89,0.91,61.9,22.4,18.5,0.06,-2.4,-1.5
61,FK Red Star Belgrade - FK Vojvodina,"05/07/2016, 15:00",40.0,26.0,35.0,1.98,3.83,3.63,1:3,0.79,0.99,1.27,50.4,26.0,27.4,-10.,-0.0,7.51
62,Rio Ave FC - FC Porto,"05/07/2016, 15:15",19.0,22.0,59.0,4.77,3.92,1.90,1:3,0.90,0.86,1.12,20.9,25.4,52.5,-1.9,-3.4,6.44
63,Inter Milan - Empoli FC,"05/07/2016, 16:00",67.0,25.0,8.0,1.39,6.03,10.1,2:1,0.93,1.50,0.80,71.6,16.5,9.88,-4.6,8.43,-1.8
64,UE Llagostera - Real Oviedo,"05/07/2016, 16:00",22.0,30.0,48.0,2.97,3.38,2.57,2:0,0.65,1.01,1.23,33.6,29.5,38.8,-11.,0.42,9.15
65,Leicester City - Everton FC,"05/07/2016, 16:30",55.0,23.0,23.0,1.96,4.22,4.22,3:1,1.08,0.97,0.97,50.7,23.6,23.6,4.23,-0.6,-0.6
66,FC Rubin Kazan - FK Krasnodar,"05/07/2016, 16:30",17.0,23.0,60.0,3.84,3.45,2.17,1:1,0.65,0.79,1.30,25.9,28.9,46.0,-8.9,-5.9,13.9
67,Lokomotiv 1926 Plovdiv - Ludogorets Razgrad,"05/07/2016, 17:00",20.0,30.0,50.0,3.76,3.53,2.07,2:1,0.75,1.06,1.03,26.5,28.2,48.2,-6.5,1.75,1.71
68,FK Cukaricki Stankom - FK Radnicki Nis,"05/07/2016, 17:00",68.0,18.0,13.0,1.78,3.57,4.98,1:5,1.21,0.64,0.64,56.1,27.9,20.0,11.8,-9.9,-7.0
69,Olympiacos Piraeus - AEK Athens FC,"05/07/2016, 17:30",55.0,31.0,14.0,1.82,3.60,4.91, - ,1.00,1.11,0.68,54.8,27.7,20.3,0.19,3.23,-6.3
70,Academica de Coimbra - Sporting Braga,"05/07/2016, 17:30",22.0,18.0,59.0,3.91,3.76,2.13,0:0,0.86,0.67,1.26,25.5,26.5,46.7,-3.5,-8.5,12.2
71,FC Zürich - FC Basel,"05/07/2016, 18:00",26.0,23.0,51.0,3.11,3.79,2.34,2:3,0.81,0.87,1.19,32.0,26.3,42.6,-6.0,-3.3,8.33
72,CS Pandurii Targu Jiu - AFC Astra Giurgiu,"05/07/2016, 18:00",40.0,20.0,40.0,1.54,4.33,6.06, - ,0.61,0.86,2.42,64.5,23.0,16.4,-24.,-3.0,23.5
73,Tenerife CD - Elche CF,"05/07/2016, 18:15",40.0,43.0,17.0,1.93,3.49,4.59,1:1,0.77,1.50,0.78,51.6,28.6,21.7,-11.,14.3,-4.7
74,Cobh Ramblers - Limerick 37 FC,"05/07/2016, 18:15",39.0,10.0,51.0,18.3,7.19,1.19,0:3,7.17,0.71,0.60,5.43,13.8,83.9,33.5,-3.8,-32.
75,NK Olimpija Ljubljana - NK Maribor,"05/07/2016, 18:15",27.0,40.0,33.0,2.33,3.55,3.12,1:2,0.62,1.42,1.03,42.8,28.1,31.9,-15.,11.8,1.03
76,Ujpest FC - Ferencvarosi TC,"05/07/2016, 18:30",13.0,50.0,37.0,5.48,3.84,1.64,0:1,0.71,1.92,0.60,18.2,25.9,60.6,-5.2,24.0,-23.
77,Forest Green Rovers - Dover Athletic,"05/07/2016, 18:30",58.0,19.0,23.0,1.94,3.56,4.63,1:1,1.12,0.67,1.06,51.3,28.0,21.5,6.65,-9.0,1.42
78,Bologna FC - AC Milan,"05/07/2016, 18:45",26.0,22.0,52.0,4.30,3.74,2.08,0:1,1.11,0.82,1.08,23.2,26.6,48.0,2.75,-4.6,3.97
79,Sligo Rovers FC - Wexford Youths FC,"05/07/2016, 18:45",38.0,50.0,13.0,1.66,4.06,5.67,4:1,0.63,2.03,0.73,59.8,24.6,17.6,-21.,25.3,-4.6
80,Gazelec Ajaccio - Paris Saint-Germain,"05/07/2016, 19:00",24.0,23.0,53.0,6.62,4.77,1.59,0:4,1.59,1.09,0.84,15.0,20.9,62.7,8.91,2.07,-9.7
81,Olympique Lyon - AS Monaco,"05/07/2016, 19:00",47.0,37.0,16.0,1.78,4.18,5.24,6:1,0.83,1.54,0.83,56.1,23.8,19.0,-9.1,13.1,-3.0
82,Lille OSC - EA Guingamp,"05/07/2016, 19:00",64.0,14.0,22.0,1.45,5.01,9.94,0:0,0.92,0.70,2.18,68.9,19.9,10.0,-4.9,-5.9,11.9
83,SC Bastia - SCO Angers,"05/07/2016, 19:00",39.0,34.0,27.0,2.58,3.30,3.32,1:0,1.00,1.12,0.89,38.6,30.2,30.1,0.33,3.77,-3.1
84,Olympique Marseille - Stade de Reims,"05/07/2016, 19:00",41.0,22.0,37.0,2.08,4.01,3.82,1:0,0.85,0.88,1.41,48.0,24.9,26.1,-7.0,-2.9,10.8
85,FC Nantes - SM Caen,"05/07/2016, 19:00",32.0,30.0,38.0,2.04,3.65,4.39,1:2,0.65,1.09,1.66,48.8,27.3,22.7,-16.,2.60,15.2
86,OGC Nice - AS Saint Etienne,"05/07/2016, 19:00",46.0,36.0,18.0,2.24,3.58,3.77,2:0,1.03,1.29,0.67,44.6,27.8,26.4,1.38,8.13,-8.4
87,Toulouse FC - ES Troyes AC,"05/07/2016, 19:00",51.0,20.0,28.0,1.24,7.95,16.2,1:0,0.63,1.59,4.55,80.3,12.5,6.14,-29.,7.42,21.8
88,Sporting CP - Vitoria Setubal,"05/07/2016, 19:45",69.0,8.0,23.0,1.16,9.61,32.3,5:0,0.80,0.76,7.43,85.4,10.4,3.09,-16.,-2.4,19.9
89,San Lorenzo - River Plate,"05/07/2016, 20:45",62.0,19.0,19.0,2.02,3.44,4.42,2:1,1.25,0.65,0.84,49.3,29.0,22.5,12.6,-10.,-3.5
90,VANCOUVER WHITECAPS - Portland Timbers,"05/07/2016, 21:00",47.0,32.0,21.0,2.13,3.65,3.71,2:1,1.00,1.16,0.77,46.7,27.3,26.9,0.24,4.60,-5.9
