ID,Match_name,Date_Time,Prediction_1,Prediction_X,Prediction_2,Average_1,Average_X,Average_2,Final_Result,Value_1,Value_X,Value_2,Probability_1,Probability_X,Probability_2,Edge_1,Edge_X,Edge_2
41,Wacker Innsbruck II - SVG Reichenau,"09/09/2015, 16:00",65.0,19.0,16.0,1.49,4.74,6.18,2:0,0.97,0.90,0.99,66.9,21.0,16.1,-1.9,-2.0,-0.1
42,Cra de Hoceima - AS Far,"09/09/2015, 16:00",21.0,56.0,23.0,3.00,2.74,2.74,0:0,0.63,1.53,0.63,33.2,36.3,36.3,-12.,19.6,-13.
43,CD Ebro - CD Tudelano,"09/09/2015, 16:00",42.0,19.0,39.0,3.02,3.45,2.63,0:0,1.26,0.65,1.02,33.1,28.9,37.9,8.89,-9.9,1.01
44,FK Zeljeznicar - FK Sloboda Tuzla,"09/09/2015, 16:30",43.0,28.0,29.0,1.66,3.86,5.86,0:0,0.71,1.08,1.70,59.8,25.9,17.0,-16.,2.09,11.9
45,Valerenga - Lillestrom SK Kvinner,"09/09/2015, 17:00",22.0,24.0,54.0,7.16,5.74,1.37,1:4,1.57,1.37,0.74,13.9,17.4,72.7,8.05,6.59,-18.
46,Linköpings FC - Mallbackens IF,"09/09/2015, 17:00",61.0,13.0,26.0,1.10,10.5,23.1,5:1,0.67,1.37,6.01,90.4,9.45,4.32,-29.,3.54,21.6
47,Schwarz-Weiss Essen - SV Honnepel-Niedermormter,"09/09/2015, 17:00",51.0,24.0,25.0,2.42,4.18,2.57,2:1,1.23,1.00,0.64,41.2,23.8,38.8,9.75,0.11,-13.
48,SSV Reutlingen - SGV Freiberg,"09/09/2015, 17:00",25.0,23.0,52.0,2.53,4.03,2.51,3:1,0.63,0.92,1.30,39.3,24.7,39.7,-14.,-1.7,12.2
49,FK Borac Banja Luka - NK Travnik,"09/09/2015, 17:30",57.0,25.0,18.0,1.55,3.98,7.19,2:1,0.88,0.99,1.29,64.1,25.0,13.8,-7.1,-0.0,4.10
50,Huracan Valencia - UD Socuellamos CF,"09/09/2015, 17:30",63.0,23.0,14.0,1.89,3.69,5.01,2:0,1.19,0.85,0.70,52.8,27.0,19.9,10.1,-4.0,-5.9
51,UD Almeria - Elche CF,"09/09/2015, 18:00",38.0,33.0,28.0,2.19,3.46,3.92,2:2,0.83,1.14,1.09,45.5,28.8,25.4,-7.5,4.15,2.50
52,Vendsyssel FF - Aalborg BK,"09/09/2015, 18:15",31.0,17.0,51.0,4.51,3.96,1.79,0:2,1.40,0.67,0.91,22.1,25.2,55.8,8.87,-8.2,-4.8
53,Barakaldo CF - SD Formentera,"09/09/2015, 18:15",68.0,15.0,16.0,1.59,4.42,6.86,3:1,1.08,0.66,1.09,62.7,22.5,14.5,5.21,-7.5,1.42
54,Gimnastic de Tarragona - Girona FC,"09/09/2015, 18:30",38.0,33.0,30.0,2.63,3.30,3.14,2:2,1.00,1.09,0.94,37.9,30.2,31.8,0.01,2.77,-1.8
55,CD Numancia - CD Alaves,"09/09/2015, 18:30",40.0,35.0,26.0,2.69,3.41,2.97,0:1,1.07,1.19,0.77,37.1,29.2,33.6,2.83,5.74,-7.6
56,UE Llagostera - Albacete Balompie,"09/09/2015, 18:30",36.0,41.0,24.0,2.41,3.36,3.46,1:1,0.86,1.38,0.83,41.4,29.6,28.8,-5.4,11.3,-4.8
57,AD Alcorcon - Deportiva Ponferradina,"09/09/2015, 18:30",37.0,47.0,16.0,2.09,3.46,4.26,0:1,0.77,1.62,0.68,47.7,28.8,23.4,-10.,18.1,-7.4
58,CF Cordoba - CD Lugo,"09/09/2015, 18:30",40.0,36.0,24.0,2.34,3.28,3.71,0:1,0.93,1.18,0.89,42.6,30.4,26.9,-2.6,5.55,-2.9
59,CD Leganes - CD Tenerife,"09/09/2015, 18:30",42.0,30.0,28.0,2.11,3.49,4.17,2:0,0.88,1.04,1.16,47.2,28.6,23.9,-5.2,1.35,4.04
60,CD Mirandes - CA Osasuna,"09/09/2015, 18:30",33.0,35.0,31.0,2.57,3.22,3.30,1:2,0.84,1.12,1.02,38.8,31.0,30.2,-5.8,3.98,0.77
61,Lierse SK - Cercle Brugge,"09/09/2015, 18:30",29.0,37.0,34.0,2.53,3.46,2.87,2:3,0.73,1.28,0.97,39.3,28.8,34.7,-10.,8.15,-0.7
62,Juventud de LP - Liverpool Montevideo,"09/09/2015, 18:30",27.0,41.0,32.0,2.97,3.47,2.40,1:0,0.80,1.42,0.76,33.6,28.7,41.6,-6.6,12.2,-9.6
63,Holywell Town - Buckley Town,"09/09/2015, 18:30",31.0,31.0,38.0,2.02,4.72,2.99,2:1,0.62,1.46,1.13,49.3,21.1,33.3,-18.,9.84,4.63
64,Ucam Murcia - Algeciras CF,"09/09/2015, 18:30",62.0,26.0,13.0,1.74,3.99,5.64,2:1,1.08,1.03,0.73,57.2,25.0,17.7,4.75,0.98,-4.7
65,Leiston FC - Enfield Town,"09/09/2015, 18:45",46.0,27.0,27.0,1.81,4.17,4.18,2:0,0.83,1.12,1.13,55.1,23.9,23.8,-9.1,3.04,3.11
66,CS Municipal Studentesc Iasi - CFR Cluj,"09/09/2015, 18:45",22.0,43.0,35.0,2.94,3.20,2.57,0:1,0.64,1.37,0.90,33.9,31.2,38.8,-11.,11.7,-3.8
67,UD Logrones - CD Linares,"09/09/2015, 18:45",51.0,18.0,31.0,1.84,3.79,5.14,2:1,0.94,0.68,1.59,54.1,26.3,19.4,-3.1,-8.3,11.5
68,Universidad de Concepción - CD O`Higgins,"09/09/2015, 19:00",45.0,29.0,26.0,2.84,3.71,2.44,2:2,1.27,1.07,0.63,35.1,26.9,40.8,9.83,2.05,-14.
69,Deportivo Malacateco - CD Mictlan,"09/09/2015, 19:00",61.0,18.0,21.0,1.79,3.69,4.72,2:0,1.09,0.66,0.99,55.8,27.0,21.1,5.17,-9.0,-0.1
70,Wydad AC Casablanca - KAC Kenitra,"09/09/2015, 19:30",67.0,21.0,12.0,1.47,3.78,8.66,1:1,0.98,0.79,1.04,67.9,26.4,11.5,-0.9,-5.4,0.46
71,Real Oviedo - Real Valladolid,"09/09/2015, 20:00",28.0,36.0,36.0,2.62,3.28,3.17,2:1,0.73,1.18,1.14,38.1,30.4,31.4,-10.,5.55,4.51
72,Universidad de Chile - San Luis de Quillota,"09/09/2015, 21:00",71.0,11.0,17.0,1.28,6.41,10.1,3:0,0.91,0.70,1.73,77.6,15.5,9.80,-6.6,-4.5,7.19
73,CD Belen Siglo XXI - Santos de Guapiles,"09/09/2015, 21:00",33.0,30.0,37.0,2.94,3.50,2.47,5:1,0.97,1.05,0.91,33.9,28.5,40.4,-0.9,1.45,-3.4
74,Deportivo Guastatoya - CSD Municipal,"09/09/2015, 21:00",32.0,41.0,27.0,2.36,3.49,3.03,3:1,0.75,1.43,0.81,42.2,28.6,32.9,-10.,12.3,-5.9
75,Deportes Tolima - Aguilas Pereira,"09/09/2015, 21:00",51.0,27.0,22.0,2.00,3.26,4.46,1:1,1.02,0.88,0.98,49.9,30.6,22.3,1.08,-3.6,-0.3
