ID,Match_name,Date_Time,Prediction_1,Prediction_X,Prediction_2,Average_1,Average_X,Average_2,Final_Result,Value_1,Value_X,Value_2,Probability_1,Probability_X,Probability_2,Edge_1,Edge_X,Edge_2
0,Deportivo Cali - Boyaca Chico FC,"09/11/2016, 22:00",49.0,26.0,25.0,1.26,5.41,17.5,2:0,0.62,1.40,4.37,78.9,18.4,5.71,-29.,7.54,19.2
1,CD Olimpia - Juticalpa FC,"09/11/2016, 22:00",52.0,15.0,33.0,1.42,4.33,9.23,2:0,0.74,0.65,3.04,69.9,23.0,10.8,-17.,-8.0,22.1
2,FC Kansas City - Chicago Red Stars,"09/11/2016, 22:00",32.0,35.0,32.0,2.62,3.43,2.72,0:0,0.83,1.20,0.87,38.1,29.1,36.6,-6.1,5.84,-4.6
3,Deportivo La Equidad - Jaguares de Córdoba,"09/11/2016, 22:30",40.0,33.0,27.0,1.57,4.01,6.93,0:1,0.62,1.32,1.87,63.6,24.9,14.4,-23.,8.06,12.5
4,Portuguesa SP - Guaratingueta SP,"09/11/2016, 22:30",45.0,24.0,31.0,1.37,5.06,8.63,3:1,0.61,1.21,2.67,72.7,19.7,11.5,-27.,4.27,19.4
5,CA Talleres - River Plate,"09/11/2016, 23:00",17.0,20.0,63.0,3.88,3.34,2.20,0:1,0.66,0.66,1.39,25.7,29.8,45.3,-8.7,-9.8,17.6
6,Liga Deportiva Alajuelense - Universidad de Costa Rica,"09/11/2016, 23:00",39.0,16.0,45.0,1.58,4.18,6.28,3:2,0.61,0.66,2.82,63.2,23.8,15.9,-24.,-7.8,29.0
7,LA Galaxy - Orlando City SC,"09/11/2016, 23:00",51.0,28.0,21.0,1.63,4.57,5.48,4:2,0.83,1.27,1.15,61.1,21.8,18.2,-10.,6.12,2.76
8,Puebla FC - Deportivo Toluca,"09/11/2016, 23:00",31.0,42.0,28.0,2.56,3.47,2.91,0:2,0.79,1.46,0.81,39.0,28.7,34.3,-8.0,13.2,-6.3
9,Club Libertad Asuncion - Rubio Nu,"09/11/2016, 23:10",50.0,16.0,34.0,1.50,4.16,7.36,2:1,0.75,0.66,2.50,66.4,24.0,13.5,-16.,-8.0,20.4
10,Carabobo FC - Aragua FC,"09/11/2016, 23:30",59.0,26.0,15.0,1.83,3.65,4.55,4:1,1.08,0.94,0.68,54.4,27.3,21.9,4.52,-1.3,-6.9
11,Patriotas Boyacá F.C. - Independiente Santa Fe,"09/12/2016, 00:30",25.0,55.0,21.0,2.60,2.99,3.18,2:0,0.65,1.64,0.66,38.3,33.3,31.3,-13.,21.6,-10.
12,Chungju Hummel FC - Gyeongnam FC,"09/12/2016, 10:00",22.0,28.0,50.0,6.04,3.94,1.61,3:2,1.33,1.10,0.80,16.5,25.3,61.9,5.46,2.67,-11.
13,Ansan Hallelujah FC - Gangwon FC,"09/12/2016, 10:00",31.0,25.0,44.0,4.91,3.61,1.78,0:1,1.52,0.90,0.78,20.3,27.6,56.1,10.6,-2.6,-12.
14,FC Viktoria Plzen - FC Slovan Liberec,"09/12/2016, 11:00",49.0,21.0,31.0,1.60,4.74,4.91,2:1,0.78,0.99,1.52,62.3,21.0,20.3,-13.,-0.0,10.6
15,Dukla Prague - FK Baumit Jablonec,"09/12/2016, 12:00",34.0,25.0,41.0,2.49,3.99,2.57,4:1,0.84,0.99,1.05,40.1,25.0,38.8,-6.1,-0.0,2.15
16,FC Okzhetpes - FC Aktobe,"09/12/2016, 13:00",39.0,38.0,23.0,1.71,3.62,4.97,0:3,0.66,1.37,1.14,58.3,27.5,20.0,-19.,10.4,2.90
