ID,Match_name,Date_Time,Prediction_1,Prediction_X,Prediction_2,Average_1,Average_X,Average_2,Final_Result,Value_1,Value_X,Value_2,Probability_1,Probability_X,Probability_2,Edge_1,Edge_X,Edge_2
42,NK Lokomotiva Zagreb - NK Osijek,"08/08/2016, 18:00",62.0,24.0,14.0,1.78,3.81,4.89,2:3,1.10,0.91,0.68,56.1,26.2,20.4,5.82,-2.2,-6.4
43,Jong PSV Eindhoven - FC Den Bosch,"08/08/2016, 18:00",57.0,23.0,20.0,2.25,3.72,3.26,5:4,1.28,0.85,0.65,44.3,26.8,30.6,12.6,-3.8,-10.
44,Jong Ajax Amsterdam - FC Emmen,"08/08/2016, 18:00",61.0,24.0,15.0,1.74,4.35,4.57,1:1,1.06,1.04,0.68,57.2,22.9,21.8,3.75,1.02,-6.8
45,RKC Waalwijk - SC Telstar,"08/08/2016, 18:00",50.0,29.0,22.0,2.37,3.73,3.00,1:0,1.18,1.08,0.66,42.0,26.7,33.2,7.95,2.23,-11.
46,CFR Cluj - Dinamo Bucharest,"08/08/2016, 18:00",31.0,27.0,42.0,2.93,3.29,2.58,0:0,0.91,0.89,1.08,34.0,30.3,38.6,-3.0,-3.3,3.33
47,VfB Stuttgart - FC St. Pauli,"08/08/2016, 18:15",64.0,19.0,17.0,1.88,4.03,4.72,2:1,1.20,0.76,0.80,53.1,24.7,21.1,10.8,-5.7,-4.1
48,NK Maribor - NK Olimpija Ljubljana,"08/08/2016, 18:15",34.0,34.0,31.0,2.64,3.36,2.80,1:1,0.89,1.14,0.87,37.8,29.6,35.6,-3.8,4.32,-4.6
49,Ascoli Calcio - US Lecce,"08/08/2016, 18:30",32.0,49.0,20.0,2.41,3.52,3.30,2:2,0.77,1.72,0.66,41.4,28.3,30.2,-9.4,20.6,-10.
50,CD Alcala - Estrella San Agustin CF,"08/08/2016, 18:30",75.0,11.0,14.0,1.26,6.17,11.0,3:3,0.94,0.67,1.54,78.9,16.1,9.03,-3.9,-5.1,4.96
51,Al-Zamalek - Al-Ahly Cairo,"08/08/2016, 18:30",21.0,48.0,31.0,3.06,3.03,2.60,3:1,0.64,1.45,0.80,32.5,32.9,38.3,-11.,15.0,-7.3
52,Cork City FC - Sligo Rovers FC,"08/08/2016, 18:45",59.0,17.0,24.0,1.61,3.94,6.77,1:2,0.95,0.67,1.62,61.9,25.3,14.7,-2.9,-8.3,9.23
53,Shamrock Rovers FC - Saint Patrick´s Athletic FC,"08/08/2016, 18:45",38.0,38.0,25.0,2.28,3.26,3.49,1:3,0.86,1.23,0.87,43.7,30.6,28.6,-5.7,7.32,-3.6
54,Cambridge City - Biggleswade Town,"08/08/2016, 18:45",27.0,21.0,52.0,3.53,4.02,2.00,1:1,0.95,0.84,1.04,28.2,24.8,49.9,-1.2,-3.8,2.08
55,Hungerford Town - Oxford City,"08/08/2016, 18:45",19.0,26.0,55.0,3.57,3.67,2.09,2:0,0.67,0.95,1.15,27.9,27.2,47.7,-8.9,-1.2,7.23
56,Wealdstone FC - St Albans City,"08/08/2016, 18:45",20.0,29.0,51.0,3.24,3.67,2.21,2:2,0.64,1.06,1.13,30.7,27.2,45.0,-10.,1.78,5.92
57,FH Hafnarfjordur - KR Reykjavik,"08/08/2016, 19:15",46.0,32.0,22.0,2.04,3.68,3.56,0:1,0.94,1.17,0.78,48.8,27.1,28.0,-2.8,4.87,-6.0
58,Vikingur Reykjavik - Breidablik Kopavogur,"08/08/2016, 19:15",27.0,36.0,37.0,2.80,3.41,2.56,3:1,0.75,1.23,0.94,35.6,29.2,39.0,-8.6,6.74,-2.0
59,Throttur Reykjavik - Stjarnan Gardabae,"08/08/2016, 19:15",18.0,22.0,60.0,8.65,5.39,1.35,1:1,1.55,1.18,0.81,11.5,18.5,73.9,6.44,3.44,-13.
60,Comerciantes Unidos - Alianza Atletico,"08/08/2016, 20:30",38.0,23.0,39.0,1.62,3.99,5.73,3:1,0.61,0.91,2.23,61.5,25.0,17.4,-23.,-2.0,21.5
