ID,Match_name,Date_Time,Prediction_1,Prediction_X,Prediction_2,Average_1,Average_X,Average_2,Final_Result,Value_1,Value_X,Value_2,Probability_1,Probability_X,Probability_2,Edge_1,Edge_X,Edge_2
23,CS Voluntari - AFC Astra Giurgiu,"09/10/2015, 13:30",23.0,24.0,53.0,4.58,3.51,1.85,0:2,1.05,0.84,0.98,21.8,28.4,53.8,1.18,-4.4,-0.8
24,Acharnaikos - Trikala,"09/10/2015, 13:30",54.0,29.0,17.0,2.00,3.67,3.71,1:0,1.08,1.06,0.63,49.9,27.2,26.9,4.08,1.78,-9.9
25,FK Renova - FK Rabotnicki Skopje,"09/10/2015, 14:00",22.0,22.0,56.0,3.83,3.58,2.00, - ,0.84,0.78,1.12,26.0,27.8,49.9,-4.0,-5.8,6.08
26,FK Slavija Sarajevo - FK Sarajevo,"09/10/2015, 14:30",23.0,35.0,43.0,3.20,3.41,2.35,1:0,0.73,1.19,1.01,31.2,29.2,42.4,-8.2,5.74,0.54
27,Tallinna FC Flora II - Nomme JK Kalju II,"09/10/2015, 15:00",55.0,20.0,25.0,1.61,4.68,4.87,2:1,0.88,0.93,1.21,61.9,21.3,20.5,-6.9,-1.3,4.47
28,Vaasa PS - FC Ilves,"09/10/2015, 15:30",42.0,30.0,28.0,2.18,3.49,3.74,1:0,0.91,1.04,1.04,45.7,28.6,26.6,-3.7,1.35,1.32
29,IFK Mariehamn - Hifk,"09/10/2015, 15:30",44.0,34.0,23.0,1.84,3.76,4.89,1:0,0.81,1.27,1.12,54.1,26.5,20.4,-10.,7.41,2.58
30,HJK Helsinki - FC Inter Turku,"09/10/2015, 15:30",62.0,20.0,19.0,1.57,4.30,7.16,0:2,0.97,0.86,1.36,63.6,23.2,13.9,-1.6,-3.2,5.05
31,Kuopio PS - Seinäjoen JK,"09/10/2015, 15:30",26.0,26.0,48.0,3.52,3.44,2.29,1:1,0.91,0.89,1.10,28.3,29.0,43.5,-2.3,-3.0,4.48
32,Rops Rovaniemi - FF Jaro,"09/10/2015, 15:30",63.0,19.0,17.0,1.75,3.88,5.47,0:0,1.10,0.73,0.93,56.8,25.7,18.2,6.11,-6.7,-1.2
33,FC Lahti - FC Kooteepee,"09/10/2015, 15:30",49.0,38.0,13.0,1.52,4.22,8.36,3:2,0.74,1.60,1.08,65.4,23.6,11.9,-16.,14.3,1.05
34,FC Haka Valkeakoski - EIF,"09/10/2015, 15:30",60.0,22.0,19.0,1.51,4.66,6.38,0:1,0.90,1.02,1.21,65.9,21.4,15.6,-5.9,0.55,3.34
35,FC Viikingit - FC Myllypuro,"09/10/2015, 15:30",61.0,9.0,31.0,1.10,8.71,28.8,4:1,0.67,0.78,8.93,90.4,11.4,3.46,-29.,-2.4,27.5
36,Kazma SC - Al Jahra,"09/10/2015, 15:30",52.0,24.0,24.0,2.49,3.62,2.60,7:0,1.29,0.87,0.62,40.1,27.5,38.3,11.8,-3.5,-14.
37,Al Kuwait SC - Al Shabab Kuwait,"09/10/2015, 15:30",62.0,15.0,23.0,1.09,9.47,23.0,5:1,0.67,1.42,5.29,91.3,10.5,4.34,-29.,4.44,18.6
38,FC Viitorul Constanta - CS Universitatea Craiova,"09/10/2015, 16:00",47.0,34.0,19.0,2.25,3.32,3.38,0:0,1.05,1.12,0.64,44.3,30.1,29.5,2.60,3.88,-10.
39,Herlev - Alleröd FK,"09/10/2015, 16:00",52.0,21.0,27.0,2.15,3.98,2.90,3:0,1.11,0.83,0.78,46.5,25.0,34.4,5.49,-4.0,-7.4
40,Tallinna FC Levadia II - JK Tallinna Kalev,"09/10/2015, 16:00",66.0,12.0,23.0,1.37,5.75,7.15,5:1,0.90,0.69,1.64,72.7,17.3,13.9,-6.7,-5.3,9.02
41,Tartu FC Santos - FC Kuressaare,"09/10/2015, 16:00",50.0,24.0,27.0,2.01,4.48,3.11,0:2,1.00,1.07,0.84,49.6,22.3,32.0,0.36,1.68,-5.0
42,1 SC Znojmo - FC Hradec Kralove,"09/10/2015, 16:00",39.0,34.0,28.0,2.47,3.45,2.97,2:1,0.96,1.17,0.83,40.4,28.9,33.6,-1.4,5.05,-5.6
43,FC Roskilde - Lyngby BK,"09/10/2015, 16:15",26.0,27.0,48.0,3.53,3.67,2.10,2:0,0.92,0.99,1.01,28.2,27.2,47.5,-2.2,-0.2,0.49
44,Tverlandet - Mo Il,"09/10/2015, 16:30",33.0,12.0,55.0,16.4,14.2,1.08,0:1,5.41,1.71,0.59,6.09,7.0,92.2,26.9,5.0,-37.
45,IFK Hässleholm - Torns IF,"09/10/2015, 17:00",56.0,18.0,26.0,2.29,4.06,2.71,1:2,1.28,0.73,0.70,43.5,24.6,36.8,12.4,-6.6,-10.
46,USM El Harrach - Na Hussein Dey,"09/10/2015, 17:00",51.0,28.0,22.0,1.68,3.69,5.71,2:0,0.85,1.03,1.25,59.5,27.0,17.4,-8.5,0.96,4.50
47,Pors Grenland - Express IL,"09/10/2015, 17:00",67.0,9.0,24.0,1.19,8.86,10.0,3:2,0.79,0.79,2.40,83.9,11.2,9.98,-16.,-2.2,14.0
48,Kopparbergs/Göteborg - FC Rosengard,"09/10/2015, 17:30",21.0,23.0,57.0,3.04,4.02,2.16,0:0,0.63,0.92,1.23,32.8,24.8,46.2,-11.,-1.8,10.7
49,RCD Mallorca - SD Huesca,"09/10/2015, 18:00",45.0,33.0,22.0,2.32,3.36,3.67,0:2,1.04,1.11,0.80,43.0,29.6,27.2,1.91,3.32,-5.2
50,Manchester City LFC - Liverpool LFC,"09/10/2015, 18:00",53.0,24.0,23.0,1.70,4.45,4.59,2:0,0.90,1.06,1.05,58.7,22.4,21.7,-5.7,1.55,1.24
51,FC Fredericia - Silkeborg IF,"09/10/2015, 18:15",42.0,32.0,26.0,2.53,3.43,2.90,1:1,1.06,1.09,0.75,39.3,29.1,34.4,2.62,2.84,-8.4
52,CS Pandurii Targu Jiu - Dinamo Bucharest,"09/10/2015, 18:45",36.0,38.0,26.0,2.22,3.30,3.45,0:2,0.80,1.25,0.89,44.8,30.2,28.9,-8.8,7.77,-2.9
53,Jaguares de Córdoba - Envigado FC,"09/10/2015, 21:00",41.0,36.0,24.0,2.43,3.09,3.38,1:3,0.99,1.11,0.81,41.0,32.3,29.5,-0.0,3.66,-5.5
