ID,Match_name,Date_Time,Prediction_1,Prediction_X,Prediction_2,Average_1,Average_X,Average_2,Final_Result,Value_1,Value_X,Value_2,Probability_1,Probability_X,Probability_2,Edge_1,Edge_X,Edge_2
24,Atalanta Bergamasca Calcio - Turin FC,"09/11/2016, 13:00",31.0,47.0,22.0,2.70,3.49,3.09,2:1,0.83,1.64,0.68,37.0,28.6,32.3,-6.0,18.3,-10.
25,AC Chievo Verona - SS Lazio Roma,"09/11/2016, 13:00",19.0,40.0,41.0,3.57,3.36,2.48,1:1,0.67,1.34,1.01,27.9,29.6,40.2,-8.9,10.3,0.70
26,Genoa FC - ACF Fiorentina,"09/11/2016, 13:00",31.0,43.0,25.0,2.74,3.38,3.11, - ,0.85,1.45,0.77,36.3,29.5,32.0,-5.3,13.4,-7.0
27,AC Milan - Udinese Calcio,"09/11/2016, 13:00",71.0,16.0,12.0,1.71,4.35,5.99,0:1,1.21,0.69,0.71,58.3,22.9,16.6,12.6,-6.9,-4.6
28,AS Roma - UC Sampdoria,"09/11/2016, 13:00",79.0,13.0,9.0,1.42,5.67,9.37,3:2,1.12,0.73,0.84,69.9,17.6,10.6,9.00,-4.6,-1.6
29,Falkenbergs FF - Djurgardens IF,"09/11/2016, 13:00",32.0,17.0,51.0,4.45,4.17,1.86,1:2,1.42,0.70,0.95,22.4,23.9,53.4,9.55,-6.9,-2.4
30,Servette Geneva FC - FC Wohlen,"09/11/2016, 13:00",47.0,26.0,27.0,2.10,3.62,3.56,6:1,0.98,0.94,0.96,47.5,27.5,28.0,-0.5,-1.5,-1.0
31,Werder Bremen - FC Augsburg,"09/11/2016, 13:30",47.0,31.0,21.0,2.47,3.81,3.18,1:2,1.16,1.18,0.66,40.4,26.2,31.3,6.52,4.76,-10.
32,FC St. Gallen - FC Lugano,"09/11/2016, 14:00",57.0,26.0,17.0,2.01,3.93,3.84,0:2,1.14,1.02,0.65,49.6,25.4,25.9,7.36,0.59,-8.9
33,Valencia CF - Betis Sevilla,"09/11/2016, 14:00",64.0,16.0,20.0,1.72,4.31,5.92,2:3,1.10,0.69,1.18,57.9,23.1,16.8,6.02,-7.1,3.11
34,Ajax Amsterdam - Vitesse Arnhem,"09/11/2016, 14:45",73.0,15.0,12.0,1.64,4.66,5.88,1:0,1.20,0.69,0.70,60.6,21.4,17.0,12.3,-6.4,-5.0
35,Swansea City - Chelsea FC,"09/11/2016, 15:00",11.0,15.0,73.0,6.81,4.53,1.63,2:2,0.74,0.67,1.19,14.6,22.0,61.1,-3.6,-7.0,11.8
36,FC Stade Rennes - SM Caen,"09/11/2016, 15:00",43.0,41.0,16.0,2.05,3.61,4.37,2:0,0.88,1.48,0.70,48.5,27.6,22.8,-5.5,13.3,-6.8
37,CS Municipal Studentesc Iasi - FC Botosani,"09/11/2016, 15:00",27.0,53.0,19.0,2.33,3.32,3.34,0:1,0.62,1.76,0.63,42.8,30.1,29.8,-15.,22.8,-10.
38,FSV Mainz 05 - TSG 1899 Hoffenheim,"09/11/2016, 15:30",65.0,17.0,18.0,2.10,3.97,3.93,4:4,1.36,0.67,0.70,47.5,25.1,25.4,17.4,-8.1,-7.4
39,RSC Anderlecht - Royal Charleroi SC,"09/11/2016, 16:00",71.0,16.0,13.0,1.71,4.26,5.52,3:2,1.21,0.68,0.71,58.3,23.4,18.0,12.6,-7.4,-5.0
40,Aalborg BK - Bröndby IF,"09/11/2016, 16:00",21.0,46.0,33.0,3.10,3.71,2.38,0:1,0.65,1.70,0.78,32.2,26.9,41.8,-11.,19.0,-8.8
41,Jagiellonia Bialystok - Wisla Krakow SA,"09/11/2016, 16:00",48.0,18.0,34.0,2.10,3.78,3.99,2:1,1.01,0.68,1.35,47.5,26.4,25.0,0.49,-8.4,8.98
42,CF Cadiz - Getafe CF,"09/11/2016, 16:00",29.0,43.0,28.0,2.80,3.18,2.85,3:0,0.81,1.37,0.79,35.6,31.3,35.0,-6.6,11.6,-7.0
43,Ucam Murcia - Elche CF,"09/11/2016, 16:00",32.0,41.0,27.0,2.58,3.14,3.17,1:1,0.82,1.28,0.85,38.6,31.8,31.4,-6.6,9.15,-4.4
44,SD Huesca - Cordoba CF,"09/11/2016, 16:00",26.0,46.0,28.0,2.50,3.20,3.24,3:0,0.65,1.47,0.90,39.9,31.2,30.7,-13.,14.7,-2.7
45,FC Pirin Blagoevgrad - PFK Botev Plovdiv,"09/11/2016, 16:00",52.0,23.0,24.0,1.89,3.58,4.51,2:1,0.98,0.82,1.08,52.8,27.8,22.1,-0.8,-4.8,1.87
46,Fenerbahce - Bursaspor,"09/11/2016, 17:00",71.0,20.0,10.0,1.48,5.12,7.81,0:1,1.05,1.02,0.78,67.4,19.5,12.7,3.57,0.47,-2.7
47,Steaua Bucuresti - AFC Astra Giurgiu,"09/11/2016, 17:30",57.0,24.0,19.0,1.70,3.86,5.39,1:0,0.97,0.92,1.02,58.7,25.9,18.5,-1.7,-1.9,0.44
48,Olympiacos Piraeus - GAS Veria FC,"09/11/2016, 17:30",60.0,8.0,32.0,1.10,9.62,185.,6:1,0.66,0.77,59.2,90.4,10.3,0.53,-30.,-2.3,31.4
49,Molde FK - Haugesund FK,"09/11/2016, 18:00",62.0,24.0,13.0,1.71,4.46,5.21,0:0,1.06,1.07,0.67,58.3,22.3,19.1,3.65,1.61,-6.1
50,FC Dunav Ruse - CSKA Sofia,"09/11/2016, 18:15",16.0,24.0,59.0,6.89,4.16,1.54,2:0,1.10,0.99,0.91,14.5,24.0,64.5,1.48,-0.0,-5.5
51,Deportivo La Coruna - Athletic Bilbao,"09/11/2016, 18:30",35.0,36.0,29.0,3.82,3.53,2.29,0:1,1.33,1.27,0.66,26.1,28.2,43.5,8.84,7.75,-14.
52,OGC Nice - Olympique Marseille,"09/11/2016, 18:45",39.0,42.0,19.0,2.34,3.56,3.53,3:2,0.91,1.49,0.67,42.6,28.0,28.2,-3.6,13.9,-9.2
53,Pescara Calcio - Inter Milan,"09/11/2016, 18:45",27.0,26.0,47.0,4.97,4.01,1.89,1:2,1.34,1.04,0.88,20.0,24.9,52.8,6.90,1.06,-5.8
54,Sport Recife PE - Santa Cruz PE,"09/11/2016, 19:00",63.0,19.0,17.0,2.18,3.51,3.89,5:3,1.37,0.66,0.66,45.7,28.4,25.6,17.2,-9.4,-8.6
55,GD Chaves - Vitoria Setubal,"09/11/2016, 19:15",33.0,47.0,20.0,2.51,3.29,3.45,0:0,0.83,1.54,0.69,39.7,30.3,28.9,-6.7,16.6,-8.9
56,Deportes Antofagasta - Colo Colo,"09/11/2016, 20:30",27.0,25.0,47.0,3.11,3.51,2.35,2:2,0.84,0.87,1.10,32.0,28.4,42.4,-5.0,-3.4,4.54
57,Gremio RS - Palmeiras SP,"09/11/2016, 21:30",63.0,19.0,18.0,2.19,3.62,3.72,0:0,1.38,0.68,0.67,45.5,27.5,26.8,17.4,-8.5,-8.8
58,Ponte Preta SP - America Mineiro MG,"09/11/2016, 21:30",52.0,20.0,28.0,1.49,4.49,9.24,1:1,0.77,0.89,2.58,66.9,22.2,10.8,-14.,-2.2,17.1
