ID,Match_name,Date_Time,Prediction_1,Prediction_X,Prediction_2,Average_1,Average_X,Average_2,Final_Result,Value_1,Value_X,Value_2,Probability_1,Probability_X,Probability_2,Edge_1,Edge_X,Edge_2
14,FC Banants Yerevan 2 - FC Gandzasar Kapan 2,"09/11/2015, 13:00",56.0,12.0,32.0,1.37,5.73,7.39,6:0,0.76,0.68,2.36,72.7,17.4,13.5,-16.,-5.4,18.4
15,Shakhter Peshelan - FC Shinnik Yaroslavl,"09/11/2015, 13:00",30.0,13.0,58.0,10.8,5.52,1.29,2:2,3.25,0.71,0.75,9.21,18.0,77.0,20.7,-5.0,-19.
16,Maccabi Kiiryat Gat - MS Ashdod,"09/11/2015, 13:00",32.0,27.0,42.0,4.44,3.52,1.88, - ,1.42,0.95,0.78,22.5,28.3,53.1,9.48,-1.3,-11.
17,Hapoel Petach Tikva - Hapoel Nazrat Elit,"09/11/2015, 13:00",61.0,13.0,26.0,1.38,5.33,7.76, - ,0.84,0.69,2.01,72.1,18.7,12.8,-11.,-5.7,13.1
18,Hapoel Ramat Gan - Beitar Tel Aviv Ramla,"09/11/2015, 13:00",57.0,17.0,27.0,1.54,3.92,7.06, - ,0.88,0.66,1.90,64.5,25.4,14.1,-7.5,-8.4,12.8
19,Ch. Odessa - Dynamo Kiev U19,"09/11/2015, 13:00",35.0,15.0,50.0,3.52,4.44,1.88,1:2,1.23,0.66,0.94,28.3,22.5,53.1,6.65,-7.5,-3.1
20,Olimpik Donetsk U19 - Shakhtar Donetsk,"09/11/2015, 13:00",24.0,14.0,63.0,3.83,4.87,1.73,2:1,0.92,0.68,1.09,26.0,20.5,57.6,-2.0,-6.5,5.39
21,Cherno More Varna - Lokomotiv 1926 Plovdiv,"09/11/2015, 13:15",62.0,22.0,16.0,1.70,3.69,5.79,2:1,1.05,0.81,0.92,58.7,27.0,17.2,3.27,-5.0,-1.2
22,Nairobi City Stars FC - Thika United FC,"09/11/2015, 13:15",24.0,46.0,30.0,2.60,3.03,2.87,2:2,0.62,1.39,0.86,38.3,32.9,34.7,-14.,13.0,-4.7
23,FK Ventspils - FK Jelgava,"09/11/2015, 14:00",43.0,23.0,35.0,2.05,3.52,3.67,1:2,0.88,0.81,1.28,48.5,28.3,27.2,-5.5,-5.3,7.78
24,FK Stumbras Kaunas - Granitas Klaipeda,"09/11/2015, 14:00",40.0,30.0,31.0,2.20,3.52,3.29,1:1,0.88,1.05,1.02,45.3,28.3,30.3,-5.3,1.65,0.66
25,Parnu Linnameeskond - JK Nomme Kalju,"09/11/2015, 15:00",29.0,10.0,61.0,12.1,7.06,1.22,2:1,3.52,0.70,0.74,8.22,14.1,81.7,20.7,-4.1,-20.
26,Viljandi JK Tulevik - Jalgpallikool Tammeka,"09/11/2015, 15:00",32.0,17.0,51.0,2.66,3.94,2.42,3:2,0.85,0.67,1.23,37.4,25.3,41.2,-5.4,-8.3,9.75
27,CS GAZ Metan Medias - CS Soimii Pancota,"09/11/2015, 15:00",56.0,15.0,29.0,1.54,4.39,5.66,1:1,0.86,0.65,1.64,64.5,22.7,17.6,-8.5,-7.7,11.3
28,NK Krka - NK Olimpija Ljubljana,"09/11/2015, 15:00",35.0,16.0,49.0,5.49,4.18,1.63,1:3,1.92,0.66,0.80,18.1,23.8,61.1,16.8,-7.8,-12.
29,Hobro IK - AGF Aarhus,"09/11/2015, 16:00",24.0,30.0,46.0,3.77,3.67,2.11,2:1,0.90,1.10,0.97,26.4,27.2,47.2,-2.4,2.78,-1.2
30,NK Lokomotiva Zagreb - NK Dinamo Zagreb,"09/11/2015, 16:00",18.0,27.0,55.0,10.9,5.43,1.32,0:4,1.96,1.46,0.72,9.16,18.4,75.7,8.83,8.58,-20.
31,Lechia Gdansk - Korona Kielce SA,"09/11/2015, 16:00",49.0,30.0,21.0,1.66,4.18,6.52,0:0,0.81,1.25,1.37,59.8,23.8,15.3,-10.,6.11,5.68
32,Chrobry Glogow - Bytovia Bytow,"09/11/2015, 16:00",37.0,34.0,29.0,2.17,3.40,3.73,0:1,0.80,1.15,1.08,46.0,29.3,26.7,-9.0,4.63,2.23
33,GKS Katowice - MKS Sandecja Nowy Sacz,"09/11/2015, 16:00",56.0,19.0,24.0,2.02,3.46,4.19,2:4,1.13,0.65,1.00,49.3,28.8,23.8,6.64,-9.8,0.19
34,Bayern Munich - VfL Wolfsburg,"09/11/2015, 16:00",54.0,23.0,23.0,2.32,3.94,2.80,1:0,1.25,0.90,0.64,43.0,25.3,35.6,10.9,-2.3,-12.
35,Metalist Kharkiv - FC Shakhtar Donetsk,"09/11/2015, 16:00",16.0,21.0,64.0,13.9,6.33,1.24,0:5,2.23,1.32,0.79,7.15,15.7,80.3,8.84,5.20,-16.
36,FK Siauliai - Utenis,"09/11/2015, 16:00",23.0,22.0,55.0,2.76,3.61,2.49,0:2,0.63,0.79,1.37,36.2,27.6,40.1,-13.,-5.6,14.8
37,Germany - Israel,"09/11/2015, 16:00",78.0,13.0,9.0,1.37,5.33,8.16,6:0,1.07,0.69,0.73,72.7,18.7,12.2,5.24,-5.7,-3.2
38,FC Liefering - FAC,"09/11/2015, 16:30",58.0,26.0,16.0,1.82,4.39,4.28,4:1,1.05,1.14,0.68,54.8,22.7,23.3,3.19,3.22,-7.3
39,Wacker Innsbruck - Austria Klagenfurt,"09/11/2015, 16:30",57.0,26.0,17.0,2.02,3.77,3.99,4:2,1.15,0.98,0.67,49.3,26.4,25.0,7.64,-0.4,-8.0
40,SKN St. Pölten - SC Wiener Neustadt,"09/11/2015, 16:30",45.0,23.0,32.0,1.66,4.01,6.11,2:0,0.75,0.92,1.95,59.8,24.9,16.3,-14.,-1.9,15.6
41,Austria Lustenau - Austria Salzburg,"09/11/2015, 16:30",34.0,23.0,43.0,1.89,4.06,4.25,0:2,0.64,0.93,1.82,52.8,24.6,23.5,-18.,-1.6,19.4
42,1. FC Kaiserslautern - SC Freiburg,"09/11/2015, 16:30",40.0,30.0,30.0,2.24,3.63,3.69,0:2,0.89,1.09,1.10,44.6,27.4,27.0,-4.6,2.51,2.96
43,RB Leipzig - SC Paderborn 07,"09/11/2015, 16:30",66.0,19.0,15.0,1.73,4.16,5.70,2:0,1.14,0.79,0.85,57.6,24.0,17.5,8.39,-5.0,-2.5
44,SV Sandhausen - VfL Bochum,"09/11/2015, 16:30",27.0,25.0,48.0,3.18,3.63,2.49,1:1,0.86,0.90,1.19,31.3,27.4,40.1,-4.3,-2.4,7.89
45,Kalmar FF - IFK Norrköping,"09/11/2015, 17:00",30.0,34.0,37.0,2.94,3.62,2.53,1:2,0.88,1.23,0.93,33.9,27.5,39.3,-3.9,6.41,-2.3
46,Strömsgodset - FK Haugesund,"09/11/2015, 17:00",66.0,21.0,13.0,1.50,5.01,6.90,5:0,0.99,1.05,0.89,66.4,19.9,14.4,-0.4,1.06,-1.4
47,Hansa Rostock - Energie Cottbus,"09/11/2015, 17:00",54.0,22.0,25.0,2.21,3.44,3.45,1:1,1.19,0.75,0.86,45.0,29.0,28.9,8.92,-7.0,-3.9
48,Stuttgarter Kickers - FC Magdeburg,"09/11/2015, 17:00",64.0,18.0,18.0,1.81,3.74,4.74,1:0,1.16,0.67,0.85,55.1,26.6,21.0,8.86,-8.6,-3.0
49,Zaglebie Sosnowiec SA - PGE Gks Belchatow,"09/11/2015, 17:00",38.0,36.0,26.0,2.10,3.47,3.87,0:1,0.79,1.25,1.00,47.5,28.7,25.8,-9.5,7.25,0.18
50,Al Khoor - Umm-Salal SC,"09/11/2015, 17:15",45.0,17.0,38.0,3.26,3.99,2.07,0:2,1.46,0.67,0.78,30.6,25.0,48.2,14.3,-8.0,-10.
51,FC Memmingen - SpVgg Unterhaching,"09/11/2015, 17:30",32.0,19.0,49.0,2.98,3.52,2.36,0:5,0.95,0.67,1.15,33.4,28.3,42.2,-1.4,-9.3,6.75
52,AFC Ajax - Ado Den Haag,"09/11/2015, 17:30",64.0,10.0,25.0,1.28,6.94,8.36,0:0,0.82,0.69,2.09,77.6,14.3,11.9,-13.,-4.3,13.0
53,Al-Merrikh - Union Sportive Médina d´Alger,"09/11/2015, 17:30",46.0,26.0,28.0,2.11,3.67,3.38,1:0,0.97,0.95,0.94,47.2,27.2,29.5,-1.2,-1.2,-1.5
54,AS Nancy Lorraine - Chamois Niort FC,"09/11/2015, 18:00",63.0,22.0,15.0,1.57,4.01,7.40,1:1,0.98,0.88,1.11,63.6,24.9,13.5,-0.6,-2.9,1.49
55,Clermont Foot - Paris FC 98,"09/11/2015, 18:00",35.0,44.0,21.0,2.28,3.16,3.76,1:1,0.80,1.39,0.78,43.7,31.6,26.5,-8.7,12.3,-5.5
56,Evian TG FC - AJ Auxerre,"09/11/2015, 18:00",32.0,47.0,21.0,2.37,3.15,3.53,4:0,0.76,1.48,0.74,42.0,31.7,28.2,-10.,15.2,-7.2
57,FC Sochaux - US Creteil,"09/11/2015, 18:00",36.0,47.0,17.0,1.89,3.56,4.72,0:3,0.68,1.67,0.80,52.8,28.0,21.1,-16.,18.9,-4.1
58,AC Havre - FC Red Star 93,"09/11/2015, 18:00",42.0,36.0,22.0,1.88,3.53,4.85,0:2,0.78,1.27,1.06,53.1,28.2,20.5,-11.,7.75,1.41
59,Olympique Nimes - AC Ajaccio,"09/11/2015, 18:00",27.0,50.0,23.0,2.52,3.10,3.29,0:0,0.68,1.55,0.75,39.5,32.2,30.3,-12.,17.7,-7.3
60,Tours FC - FC Bourg Peronnas,"09/11/2015, 18:00",37.0,45.0,19.0,2.30,3.21,3.62,0:1,0.85,1.44,0.68,43.2,31.1,27.5,-6.2,13.8,-8.5
61,Stade Lavallois MFC - FC Metz,"09/11/2015, 18:00",26.0,50.0,24.0,2.65,3.04,3.18,0:1,0.69,1.52,0.76,37.6,32.8,31.3,-11.,17.1,-7.3
62,Vendee Lucon - FC Chambly,"09/11/2015, 18:00",51.0,31.0,18.0,2.03,3.27,4.26,0:0,1.03,1.01,0.76,49.0,30.5,23.4,1.91,0.44,-5.4
63,Racing Strasbourg - Frejus Saint-Raphael FC,"09/11/2015, 18:00",56.0,27.0,17.0,1.76,3.50,5.52,1:1,0.99,0.94,0.93,56.5,28.5,18.0,-0.5,-1.5,-1.0
64,ASM Belfort - CS Sedan Ardennes,"09/11/2015, 18:00",34.0,50.0,17.0,2.16,3.18,3.94,0:0,0.73,1.59,0.67,46.2,31.3,25.3,-12.,18.6,-8.3
65,CA Bastia - Epinal,"09/11/2015, 18:00",43.0,42.0,15.0,1.99,3.28,4.48,1:2,0.85,1.37,0.67,50.1,30.4,22.3,-7.1,11.5,-7.3
66,US Orleans 45 - AS Beziers,"09/11/2015, 18:00",44.0,44.0,13.0,1.79,3.41,5.56,2:0,0.78,1.50,0.72,55.8,29.2,17.9,-11.,14.7,-4.9
67,Avranches - SR Colmar,"09/11/2015, 18:00",27.0,54.0,19.0,2.40,3.15,3.38,1:1,0.64,1.70,0.64,41.6,31.7,29.5,-14.,22.2,-10.
68,GS Consolat Marseille - Boulogne Sur Mer,"09/11/2015, 18:00",33.0,47.0,19.0,2.41,3.14,3.36,0:2,0.79,1.47,0.64,41.4,31.8,29.6,-8.4,15.1,-10.
69,USL Dunkerque - Les Herbiers,"09/11/2015, 18:00",28.0,54.0,18.0,2.26,3.16,3.68,2:5,0.63,1.70,0.66,44.1,31.6,27.1,-16.,22.3,-9.1
70,Sparta Rotterdam - Achilles ´29,"09/11/2015, 18:00",57.0,18.0,25.0,1.36,5.74,9.08,3:0,0.77,1.03,2.27,73.3,17.4,11.0,-16.,0.59,13.9
71,FC Volendam - Jong PSV Eindhoven,"09/11/2015, 18:00",67.0,16.0,17.0,1.86,4.17,4.06,3:0,1.25,0.66,0.69,53.4,23.9,24.6,13.5,-7.9,-7.6
72,FC Eindhoven - Almere City FC,"09/11/2015, 18:00",63.0,15.0,21.0,1.71,4.42,4.75,3:2,1.07,0.66,0.99,58.3,22.5,21.0,4.65,-7.5,-0.0
73,FC Den Bosch - Helmond Sport,"09/11/2015, 18:00",30.0,31.0,39.0,2.15,3.78,3.45,2:1,0.64,1.17,1.34,46.5,26.4,28.9,-16.,4.58,10.0
74,FC Emmen - RKC Waalwijk,"09/11/2015, 18:00",35.0,22.0,43.0,1.81,4.18,4.36,6:1,0.63,0.92,1.87,55.1,23.8,22.9,-20.,-1.8,20.0
75,VVV Venlo - Go Ahead Eagles,"09/11/2015, 18:00",37.0,18.0,45.0,2.47,3.73,2.87,2:1,0.91,0.67,1.29,40.4,26.7,34.7,-3.4,-8.7,10.2
76,FK Cukaricki Stankom - FK Radnik Surdulica,"09/11/2015, 18:00",68.0,19.0,14.0,1.35,5.21,9.15,2:0,0.91,0.99,1.28,73.9,19.1,10.9,-5.9,-0.1,3.07
77,Sportivo Italiano - Club Atletico Platense,"09/11/2015, 18:00",35.0,43.0,22.0,2.67,3.12,2.97,1:1,0.93,1.34,0.65,37.3,31.9,33.6,-2.3,11.0,-11.
78,NK Zavrc - FC Luka Koper,"09/11/2015, 18:15",41.0,28.0,32.0,2.02,3.62,3.84,1:0,0.83,1.01,1.23,49.3,27.5,25.9,-8.3,0.41,6.01
79,Dundalk FC - Sligo Rovers FC,"09/11/2015, 18:25",59.0,15.0,26.0,1.46,4.68,7.61,4:0,0.86,0.70,1.98,68.4,21.3,13.1,-9.4,-6.3,12.8
80,Borussia Mönchengladbach - Hamburger SV,"09/11/2015, 18:30",55.0,24.0,21.0,1.71,4.37,5.89,0:3,0.94,1.05,1.23,58.3,22.8,16.9,-3.3,1.16,4.03
81,UD Levante - FC Sevilla,"09/11/2015, 18:30",18.0,26.0,56.0,5.52,4.01,1.82,1:1,0.99,1.04,1.02,18.0,24.9,54.8,-0.0,1.06,1.19
82,KSV 1919 - LASK Linz,"09/11/2015, 18:30",35.0,18.0,47.0,3.66,3.67,2.15,1:5,1.28,0.66,1.01,27.3,27.2,46.5,7.69,-9.2,0.49
83,Paris Saint-Germain - FC Girondins Bordeaux,"09/11/2015, 18:30",67.0,18.0,15.0,1.29,6.23,16.8,2:2,0.87,1.12,2.53,77.0,16.0,5.92,-10.,1.95,9.07
84,Royal Mouscron-Peruwelz - Club Brugge,"09/11/2015, 18:30",17.0,17.0,65.0,6.35,4.61,1.59,2:1,1.08,0.78,1.03,15.7,21.6,62.7,1.27,-4.6,2.21
85,Legia Warsaw - Zaglebie Lubin,"09/11/2015, 18:30",58.0,26.0,16.0,1.65,4.30,6.54,2:2,0.96,1.11,1.04,60.2,23.2,15.2,-2.2,2.75,0.71
86,Pescara Calcio - Perugia Calcio,"09/11/2015, 18:30",29.0,43.0,28.0,2.58,3.26,3.06,2:1,0.74,1.40,0.85,38.6,30.6,32.5,-9.6,12.3,-4.5
87,Lommel United - Excelsior Virton,"09/11/2015, 18:30",41.0,18.0,41.0,1.91,3.71,4.17,4:1,0.78,0.66,1.71,52.2,26.9,23.9,-11.,-8.9,17.0
88,Amiens SC - LB Chateauroux,"09/11/2015, 18:30",31.0,49.0,21.0,2.05,3.24,4.19,1:3,0.63,1.59,0.88,48.5,30.7,23.8,-17.,18.2,-2.8
89,Inverness Caledonian Thistle - Heart of Midlothian,"09/11/2015, 18:45",28.0,29.0,43.0,3.22,3.45,2.49,2:0,0.90,1.00,1.07,31.0,28.9,40.1,-3.0,0.05,2.89
90,Bray Wanderers AFC - Killester United,"09/11/2015, 18:45",52.0,15.0,33.0,1.42,4.54,9.21,2:0,0.74,0.68,3.04,69.9,21.9,10.8,-17.,-6.9,22.1
91,Derry City FC - Cork City FC,"09/11/2015, 18:45",34.0,25.0,41.0,4.80,3.56,1.84,1:1,1.63,0.89,0.75,20.8,28.0,54.1,13.1,-3.0,-13.
92,Reading FC - Ipswich Town,"09/11/2015, 19:00",34.0,41.0,25.0,2.29,3.49,3.73,5:1,0.78,1.43,0.93,43.5,28.6,26.7,-9.5,12.3,-1.7
93,Wexford Youths FC - University College Dublin,"09/11/2015, 19:00",43.0,25.0,32.0,2.78,3.57,2.55,1:0,1.19,0.89,0.81,35.9,27.9,39.1,7.08,-2.9,-7.1
94,Longford Town FC - Sheriff YC,"09/11/2015, 19:00",49.0,25.0,27.0,1.53,4.07,7.33,3:1,0.75,1.01,1.97,65.0,24.5,13.6,-16.,0.45,13.3
95,Club Atletico Los Andes - Sportivo Belgrano,"09/11/2015, 19:00",54.0,26.0,20.0,1.85,3.35,5.14,2:1,1.00,0.87,1.02,53.8,29.7,19.4,0.18,-3.7,0.57
96,Benfica Lisbon - CF Os Belenenses,"09/11/2015, 19:30",67.0,16.0,16.0,1.29,6.27,16.7,6:0,0.87,1.00,2.67,77.0,15.9,5.98,-10.,0.06,10.0
97,ES Setif - MC El Eulma,"09/11/2015, 19:30",73.0,17.0,10.0,1.54,3.88,7.27,2:2,1.13,0.66,0.72,64.5,25.7,13.7,8.43,-8.7,-3.7
98,Zulia FC - Dep. La Guaira,"09/11/2015, 20:00",57.0,23.0,20.0,2.19,3.46,3.16,1:1,1.25,0.79,0.63,45.5,28.8,31.6,11.4,-5.8,-11.
99,Sport Huancayo - FBC Melgar,"09/11/2015, 20:30",34.0,40.0,26.0,2.28,3.23,3.39,3:2,0.77,1.29,0.88,43.7,30.8,29.4,-9.7,9.10,-3.4
100,General Diaz - Club Sportivo Luqueno,"09/11/2015, 21:00",43.0,31.0,27.0,2.96,3.55,2.37,1:0,1.27,1.10,0.64,33.7,28.1,42.0,9.23,2.84,-15.
